condition,pid,catBoundDist,famInd,trialsComplete,correct,f0,f1
blocked,5f50df740cd9d52780816cca,3,2.63265306122449,77.61224489795919,0.8571428571428571,3.5918367346938775,3.5918367346938775
blocked,5f50df740cd9d52780816cca,4,2.727272727272727,76.6969696969697,0.9696969696969697,3.606060606060606,3.515151515151515
blocked,5f50df740cd9d52780816cca,5,2.6666666666666665,73.72222222222223,1.0,3.5,3.5
blocked,5f588f227723ca000cc5e08f,1,2.6744186046511627,75.45348837209302,0.6976744186046512,3.511627906976744,3.488372093023256
blocked,5f588f227723ca000cc5e08f,2,2.6956521739130435,76.5072463768116,0.8405797101449275,3.5072463768115942,3.463768115942029
blocked,5f588f227723ca000cc5e08f,3,2.66,82.8,0.94,3.46,3.42
blocked,5f588f227723ca000cc5e08f,4,2.676470588235294,74.26470588235294,0.9411764705882353,3.5,3.5
blocked,5f588f227723ca000cc5e08f,5,2.6470588235294117,83.29411764705883,0.9411764705882353,3.3529411764705883,3.3529411764705883
blocked,5f78a12acd4a784585c83337,1,2.689655172413793,74.64367816091954,0.6781609195402298,3.4942528735632186,3.5402298850574714
blocked,5f78a12acd4a784585c83337,2,2.6231884057971016,77.98550724637681,0.855072463768116,3.449275362318841,3.5217391304347827
blocked,5f78a12acd4a784585c83337,3,2.66,75.92,0.96,3.62,3.5
blocked,5f78a12acd4a784585c83337,4,2.65625,80.5,0.90625,3.65625,3.59375
blocked,5f78a12acd4a784585c83337,5,2.6666666666666665,72.72222222222223,0.8888888888888888,3.5,3.5
blocked,5f8e7920ad6b0d2568a61628,1,2.6987951807228914,75.98795180722891,0.5783132530120482,3.5180722891566263,3.4939759036144578
blocked,5f8e7920ad6b0d2568a61628,2,2.63768115942029,78.7536231884058,0.7681159420289855,3.449275362318841,3.5217391304347827
blocked,5f8e7920ad6b0d2568a61628,3,2.6666666666666665,79.98039215686275,0.8627450980392157,3.549019607843137,3.5098039215686274
blocked,5f8e7920ad6b0d2568a61628,4,2.6285714285714286,76.57142857142857,0.9714285714285714,3.5714285714285716,3.5428571428571427
blocked,5f8e7920ad6b0d2568a61628,5,2.764705882352941,79.88235294117646,0.8823529411764706,3.6470588235294117,3.6470588235294117
blocked,5f9197ba39d009000b3d9268,1,2.627906976744186,73.70930232558139,0.5,3.511627906976744,3.511627906976744
blocked,5f9197ba39d009000b3d9268,2,2.621212121212121,81.36363636363636,0.5606060606060606,3.4545454545454546,3.484848484848485
blocked,5f9197ba39d009000b3d9268,3,2.6862745098039214,76.47058823529412,0.6862745098039216,3.549019607843137,3.5098039215686274
blocked,5f9197ba39d009000b3d9268,4,2.78125,83.34375,0.59375,3.46875,3.53125
blocked,5f9197ba39d009000b3d9268,5,2.6666666666666665,76.83333333333333,0.6666666666666666,3.5,3.5
blocked,5f97f80e8279d602b5dfd6b1,1,2.6588235294117646,78.97647058823529,0.6352941176470588,3.5176470588235293,3.4705882352941178
